Date	Value
5/23/2008 16:00:00	0.507
5/30/2008 16:00:00	0.528
6/6/2008 16:00:00	0.573
6/13/2008 16:00:00	0.627
6/20/2008 16:00:00	0.683
6/27/2008 16:00:00	0.735
7/4/2008 16:00:00	0.767
7/11/2008 16:00:00	0.775
7/18/2008 16:00:00	0.765
7/25/2008 16:00:00	0.736
8/1/2008 16:00:00	0.704
8/8/2008 16:00:00	0.688
8/15/2008 16:00:00	0.695
8/22/2008 16:00:00	0.749
8/29/2008 16:00:00	0.857
9/5/2008 16:00:00	1.023
9/12/2008 16:00:00	1.244
9/19/2008 16:00:00	1.526
9/26/2008 16:00:00	1.808
10/3/2008 16:00:00	2.091
10/10/2008 16:00:00	2.347
10/17/2008 16:00:00	2.549
10/24/2008 16:00:00	2.698
10/31/2008 16:00:00	2.825
11/7/2008 16:00:00	2.921
11/14/2008 16:00:00	3.003
11/21/2008 16:00:00	3.077
11/28/2008 16:00:00	3.102
12/5/2008 16:00:00	3.092
12/12/2008 16:00:00	3.025
12/19/2008 16:00:00	2.898
12/26/2008 16:00:00	2.737
1/2/2009 16:00:00	2.582
1/9/2009 16:00:00	2.427
1/16/2009 16:00:00	2.301
1/23/2009 16:00:00	2.208
1/30/2009 16:00:00	2.146
2/6/2009 16:00:00	2.113
2/13/2009 16:00:00	2.111
2/20/2009 16:00:00	2.123
2/27/2009 16:00:00	2.135
3/6/2009 16:00:00	2.135
3/13/2009 16:00:00	2.094
3/20/2009 16:00:00	2.019
3/27/2009 16:00:00	1.913
4/3/2009 16:00:00	1.788
4/10/2009 16:00:00	1.648
4/17/2009 16:00:00	1.506
4/24/2009 16:00:00	1.368
5/1/2009 16:00:00	1.234
5/8/2009 16:00:00	1.113
5/15/2009 16:00:00	1.013
5/22/2009 16:00:00	0.931
5/29/2009 16:00:00	0.872
6/5/2009 16:00:00	0.825
6/12/2009 16:00:00	0.788
6/19/2009 16:00:00	0.757
6/26/2009 16:00:00	0.720
7/3/2009 16:00:00	0.675
7/10/2009 16:00:00	0.620
7/17/2009 16:00:00	0.555
7/24/2009 16:00:00	0.485
7/31/2009 16:00:00	0.418
8/7/2009 16:00:00	0.359
8/14/2009 16:00:00	0.310
8/21/2009 16:00:00	0.269
8/28/2009 16:00:00	0.232
9/4/2009 16:00:00	0.199
9/11/2009 16:00:00	0.166
9/18/2009 16:00:00	0.133
9/25/2009 16:00:00	0.105
10/2/2009 16:00:00	0.083
10/9/2009 16:00:00	0.063
10/16/2009 16:00:00	0.046
10/23/2009 16:00:00	0.033
10/30/2009 16:00:00	0.025
11/6/2009 16:00:00	0.016
11/13/2009 16:00:00	0.004
11/20/2009 16:00:00	-0.010
11/27/2009 16:00:00	-0.029
12/4/2009 16:00:00	-0.054
12/11/2009 16:00:00	-0.085
12/18/2009 16:00:00	-0.118
12/25/2009 16:00:00	-0.150
1/1/2010 16:00:00	-0.176
1/8/2010 16:00:00	-0.196
1/15/2010 16:00:00	-0.206
1/22/2010 16:00:00	-0.206
1/29/2010 16:00:00	-0.202
2/5/2010 16:00:00	-0.199
2/12/2010 16:00:00	-0.203
2/19/2010 16:00:00	-0.220
2/26/2010 16:00:00	-0.249
3/5/2010 16:00:00	-0.289
3/12/2010 16:00:00	-0.336
3/19/2010 16:00:00	-0.384
3/26/2010 16:00:00	-0.427
4/2/2010 16:00:00	-0.459
4/9/2010 16:00:00	-0.473
4/16/2010 16:00:00	-0.464
4/23/2010 16:00:00	-0.431
4/30/2010 16:00:00	-0.374
5/7/2010 16:00:00	-0.299
5/14/2010 16:00:00	-0.223
5/21/2010 16:00:00	-0.151
5/28/2010 16:00:00	-0.096
6/4/2010 16:00:00	-0.065
6/11/2010 16:00:00	-0.055
6/18/2010 16:00:00	-0.069
6/25/2010 16:00:00	-0.097
7/2/2010 16:00:00	-0.131
7/9/2010 16:00:00	-0.172
7/16/2010 16:00:00	-0.212
7/23/2010 16:00:00	-0.245
7/30/2010 16:00:00	-0.269
8/6/2010 16:00:00	-0.283
8/13/2010 16:00:00	-0.288
8/20/2010 16:00:00	-0.290
8/27/2010 16:00:00	-0.292
9/3/2010 16:00:00	-0.300
9/10/2010 16:00:00	-0.314
9/17/2010 16:00:00	-0.334
9/24/2010 16:00:00	-0.356
10/1/2010 16:00:00	-0.381
10/8/2010 16:00:00	-0.405
10/15/2010 16:00:00	-0.428
10/22/2010 16:00:00	-0.446
10/29/2010 16:00:00	-0.460
11/5/2010 16:00:00	-0.470
11/12/2010 16:00:00	-0.474
11/19/2010 16:00:00	-0.477
11/26/2010 16:00:00	-0.479
12/3/2010 16:00:00	-0.485
12/10/2010 16:00:00	-0.497
12/17/2010 16:00:00	-0.512
12/24/2010 16:00:00	-0.532
12/31/2010 16:00:00	-0.553
1/7/2011 16:00:00	-0.575
1/14/2011 16:00:00	-0.595
1/21/2011 16:00:00	-0.612
1/28/2011 16:00:00	-0.623
2/4/2011 16:00:00	-0.628
2/11/2011 16:00:00	-0.626
2/18/2011 16:00:00	-0.616
2/25/2011 16:00:00	-0.601
3/4/2011 16:00:00	-0.587
3/11/2011 16:00:00	-0.576
3/18/2011 16:00:00	-0.570
3/25/2011 16:00:00	-0.575
4/1/2011 16:00:00	-0.585
4/8/2011 16:00:00	-0.599
4/15/2011 16:00:00	-0.612
4/22/2011 16:00:00	-0.622
4/29/2011 16:00:00	-0.626
5/6/2011 16:00:00	-0.624
5/13/2011 16:00:00	-0.615
5/20/2011 16:00:00	-0.604
5/27/2011 16:00:00	-0.591
6/3/2011 16:00:00	-0.578
6/10/2011 16:00:00	-0.566
6/17/2011 16:00:00	-0.558
6/24/2011 16:00:00	-0.551
7/1/2011 16:00:00	-0.543
7/8/2011 16:00:00	-0.531
7/15/2011 16:00:00	-0.509
7/22/2011 16:00:00	-0.476
7/29/2011 16:00:00	-0.429
8/5/2011 16:00:00	-0.368
8/12/2011 16:00:00	-0.300
8/19/2011 16:00:00	-0.239
8/26/2011 16:00:00	-0.184
9/2/2011 16:00:00	-0.144
9/9/2011 16:00:00	-0.114
9/16/2011 16:00:00	-0.098
9/23/2011 16:00:00	-0.090
9/30/2011 16:00:00	-0.093
10/7/2011 16:00:00	-0.106
10/14/2011 16:00:00	-0.127
10/21/2011 16:00:00	-0.144
10/28/2011 16:00:00	-0.159
11/4/2011 16:00:00	-0.161
11/11/2011 16:00:00	-0.155
11/18/2011 16:00:00	-0.145
11/25/2011 16:00:00	-0.133
12/2/2011 16:00:00	-0.132
12/9/2011 16:00:00	-0.138
12/16/2011 16:00:00	-0.151
12/23/2011 16:00:00	-0.174
12/30/2011 16:00:00	-0.206
1/6/2012 16:00:00	-0.245
1/13/2012 16:00:00	-0.289
1/20/2012 16:00:00	-0.333
1/27/2012 16:00:00	-0.373
2/3/2012 16:00:00	-0.404
2/10/2012 16:00:00	-0.427
2/17/2012 16:00:00	-0.443
2/24/2012 16:00:00	-0.455
3/2/2012 16:00:00	-0.465
3/9/2012 16:00:00	-0.473
3/16/2012 16:00:00	-0.480
3/23/2012 16:00:00	-0.483
3/30/2012 16:00:00	-0.482
4/6/2012 16:00:00	-0.475
4/13/2012 16:00:00	-0.463
4/20/2012 16:00:00	-0.449
4/27/2012 16:00:00	-0.429
5/4/2012 16:00:00	-0.403
5/11/2012 16:00:00	-0.373
5/18/2012 16:00:00	-0.340
5/25/2012 16:00:00	-0.314
6/1/2012 16:00:00	-0.295
6/8/2012 16:00:00	-0.287
6/15/2012 16:00:00	-0.291
6/22/2012 16:00:00	-0.305
6/29/2012 16:00:00	-0.324
7/6/2012 16:00:00	-0.346
7/13/2012 16:00:00	-0.369
7/20/2012 16:00:00	-0.393
7/27/2012 16:00:00	-0.414
8/3/2012 16:00:00	-0.434
8/10/2012 16:00:00	-0.453
8/17/2012 16:00:00	-0.470
8/24/2012 16:00:00	-0.487
8/31/2012 16:00:00	-0.503
9/7/2012 16:00:00	-0.520
9/14/2012 16:00:00	-0.538
9/21/2012 16:00:00	-0.553
9/28/2012 16:00:00	-0.565
10/5/2012 16:00:00	-0.575
10/12/2012 16:00:00	-0.581
10/19/2012 16:00:00	-0.585
10/26/2012 16:00:00	-0.584
11/2/2012 16:00:00	-0.582
11/9/2012 16:00:00	-0.579
11/16/2012 16:00:00	-0.578
11/23/2012 16:00:00	-0.581
11/30/2012 16:00:00	-0.585
12/7/2012 16:00:00	-0.593
12/14/2012 16:00:00	-0.603
12/21/2012 16:00:00	-0.615
12/28/2012 16:00:00	-0.626
1/4/2013 16:00:00	-0.640
1/11/2013 16:00:00	-0.653
1/18/2013 16:00:00	-0.662
1/25/2013 16:00:00	-0.669
2/1/2013 16:00:00	-0.672
2/8/2013 16:00:00	-0.674
2/15/2013 16:00:00	-0.675
2/22/2013 16:00:00	-0.676
3/1/2013 16:00:00	-0.677
3/8/2013 16:00:00	-0.680
3/15/2013 16:00:00	-0.683
3/22/2013 16:00:00	-0.687
3/29/2013 16:00:00	-0.693
4/5/2013 16:00:00	-0.700
4/12/2013 16:00:00	-0.711
4/19/2013 16:00:00	-0.722
4/26/2013 16:00:00	-0.733
5/3/2013 16:00:00	-0.742
5/10/2013 16:00:00	-0.746
5/17/2013 16:00:00	-0.742
5/24/2013 16:00:00	-0.732
5/31/2013 16:00:00	-0.715
6/7/2013 16:00:00	-0.696
6/14/2013 16:00:00	-0.678
6/21/2013 16:00:00	-0.663
6/28/2013 16:00:00	-0.656
7/5/2013 16:00:00	-0.657
7/12/2013 16:00:00	-0.664
7/19/2013 16:00:00	-0.675
7/26/2013 16:00:00	-0.686
8/2/2013 16:00:00	-0.694
8/9/2013 16:00:00	-0.697
8/16/2013 16:00:00	-0.696
8/23/2013 16:00:00	-0.691
8/30/2013 16:00:00	-0.687
9/6/2013 16:00:00	-0.685
9/13/2013 16:00:00	-0.687
9/20/2013 16:00:00	-0.692
9/27/2013 16:00:00	-0.700
10/4/2013 16:00:00	-0.709
10/11/2013 16:00:00	-0.722
10/18/2013 16:00:00	-0.736
10/25/2013 16:00:00	-0.749
11/1/2013 16:00:00	-0.761
11/8/2013 16:00:00	-0.771
11/15/2013 16:00:00	-0.779
11/22/2013 16:00:00	-0.785
11/29/2013 16:00:00	-0.789
12/6/2013 16:00:00	-0.793
12/13/2013 16:00:00	-0.795
12/20/2013 16:00:00	-0.796
12/27/2013 16:00:00	-0.797
1/3/2014 16:00:00	-0.795
1/10/2014 16:00:00	-0.792
1/17/2014 16:00:00	-0.788
1/24/2014 16:00:00	-0.784
1/31/2014 16:00:00	-0.782
2/7/2014 16:00:00	-0.783
2/14/2014 16:00:00	-0.786
2/21/2014 16:00:00	-0.790
2/28/2014 16:00:00	-0.794
3/7/2014 16:00:00	-0.797
3/14/2014 16:00:00	-0.797
3/21/2014 16:00:00	-0.796
3/28/2014 16:00:00	-0.793
4/4/2014 16:00:00	-0.790
4/11/2014 16:00:00	-0.787
4/18/2014 16:00:00	-0.785
4/25/2014 16:00:00	-0.784
5/2/2014 16:00:00	-0.785
5/9/2014 16:00:00	-0.788
5/16/2014 16:00:00	-0.792
5/23/2014 16:00:00	-0.798
5/30/2014 16:00:00	-0.803
6/6/2014 16:00:00	-0.807
6/13/2014 16:00:00	-0.807
6/20/2014 16:00:00	-0.803
6/27/2014 16:00:00	-0.796
7/4/2014 16:00:00	-0.787
7/11/2014 16:00:00	-0.775
7/18/2014 16:00:00	-0.763
7/25/2014 16:00:00	-0.753
8/1/2014 16:00:00	-0.744
8/8/2014 16:00:00	-0.739
8/15/2014 16:00:00	-0.739
8/22/2014 16:00:00	-0.738
8/29/2014 16:00:00	-0.735
9/5/2014 16:00:00	-0.729
9/12/2014 16:00:00	-0.717
9/19/2014 16:00:00	-0.702
9/26/2014 16:00:00	-0.685
10/3/2014 16:00:00	-0.669
10/10/2014 16:00:00	-0.657
10/17/2014 16:00:00	-0.649
10/24/2014 16:00:00	-0.650
10/31/2014 16:00:00	-0.655
11/7/2014 16:00:00	-0.662
11/14/2014 16:00:00	-0.666
11/21/2014 16:00:00	-0.666
11/28/2014 16:00:00	-0.659
12/5/2014 16:00:00	-0.646
12/12/2014 16:00:00	-0.626
12/19/2014 16:00:00	-0.603
12/26/2014 16:00:00	-0.581
1/2/2015 16:00:00	-0.559
1/9/2015 16:00:00	-0.541
1/16/2015 16:00:00	-0.526
1/23/2015 16:00:00	-0.517
1/30/2015 16:00:00	-0.514
2/6/2015 16:00:00	-0.515
2/13/2015 16:00:00	-0.519
2/20/2015 16:00:00	-0.525
2/27/2015 16:00:00	-0.532
3/6/2015 16:00:00	-0.537
3/13/2015 16:00:00	-0.541
3/20/2015 16:00:00	-0.544
3/27/2015 16:00:00	-0.546
4/3/2015 16:00:00	-0.548
4/10/2015 16:00:00	-0.550
4/17/2015 16:00:00	-0.551
4/24/2015 16:00:00	-0.553
5/1/2015 16:00:00	-0.554
5/8/2015 16:00:00	-0.553
5/15/2015 16:00:00	-0.554
5/22/2015 16:00:00	-0.554
5/29/2015 16:00:00	-0.554
6/5/2015 16:00:00	-0.553
6/12/2015 16:00:00	-0.552
6/19/2015 16:00:00	-0.549
6/26/2015 16:00:00	-0.547
7/3/2015 16:00:00	-0.542
7/10/2015 16:00:00	-0.537
7/17/2015 16:00:00	-0.531
7/24/2015 16:00:00	-0.521
7/31/2015 16:00:00	-0.506
8/7/2015 16:00:00	-0.487
8/14/2015 16:00:00	-0.466
8/21/2015 16:00:00	-0.443
8/28/2015 16:00:00	-0.423
9/4/2015 16:00:00	-0.410
9/11/2015 16:00:00	-0.405
9/18/2015 16:00:00	-0.405
9/25/2015 16:00:00	-0.411
10/2/2015 16:00:00	-0.420
10/9/2015 16:00:00	-0.436
10/16/2015 16:00:00	-0.450
10/23/2015 16:00:00	-0.463
10/30/2015 16:00:00	-0.471
11/6/2015 16:00:00	-0.474
11/13/2015 16:00:00	-0.470
11/20/2015 16:00:00	-0.461
11/27/2015 16:00:00	-0.446
12/4/2015 16:00:00	-0.427
12/11/2015 16:00:00	-0.405
12/18/2015 16:00:00	-0.383
12/25/2015 16:00:00	-0.363
1/1/2016 16:00:00	-0.346
1/8/2016 16:00:00	-0.331
1/15/2016 16:00:00	-0.318
1/22/2016 16:00:00	-0.310
1/29/2016 16:00:00	-0.305
2/5/2016 16:00:00	-0.303
2/12/2016 16:00:00	-0.304
2/19/2016 16:00:00	-0.313
2/26/2016 16:00:00	-0.326
3/4/2016 16:00:00	-0.342
3/11/2016 16:00:00	-0.357
3/18/2016 16:00:00	-0.370
3/25/2016 16:00:00	-0.379
4/1/2016 16:00:00	-0.386
4/8/2016 16:00:00	-0.389
4/15/2016 16:00:00	-0.392
4/22/2016 16:00:00	-0.393
4/29/2016 16:00:00	-0.393
5/6/2016 16:00:00	-0.391
5/13/2016 16:00:00	-0.389
5/20/2016 16:00:00	-0.386
5/27/2016 16:00:00	-0.381
6/3/2016 16:00:00	-0.375
6/10/2016 16:00:00	-0.369
6/17/2016 16:00:00	-0.362
6/24/2016 16:00:00	-0.357
7/1/2016 16:00:00	-0.355
7/8/2016 16:00:00	-0.356
7/15/2016 16:00:00	-0.360
7/22/2016 16:00:00	-0.363
7/29/2016 16:00:00	-0.367
8/5/2016 16:00:00	-0.369
8/12/2016 16:00:00	-0.368
8/19/2016 16:00:00	-0.365
8/26/2016 16:00:00	-0.360
9/2/2016 16:00:00	-0.353
9/9/2016 16:00:00	-0.347
9/16/2016 16:00:00	-0.343
9/23/2016 16:00:00	-0.343
9/30/2016 16:00:00	-0.346
10/7/2016 16:00:00	-0.354
10/14/2016 16:00:00	-0.363
10/21/2016 16:00:00	-0.374
10/28/2016 16:00:00	-0.387
11/4/2016 16:00:00	-0.399
11/11/2016 16:00:00	-0.413
11/18/2016 16:00:00	-0.425
11/25/2016 16:00:00	-0.436
12/2/2016 16:00:00	-0.446
12/9/2016 16:00:00	-0.454
12/16/2016 16:00:00	-0.461
12/23/2016 16:00:00	-0.467
12/30/2016 16:00:00	-0.473
1/6/2017 16:00:00	-0.478
1/13/2017 16:00:00	-0.484
1/20/2017 16:00:00	-0.489
1/27/2017 16:00:00	-0.492
2/3/2017 16:00:00	-0.494
2/10/2017 16:00:00	-0.496
2/17/2017 16:00:00	-0.495
2/24/2017 16:00:00	-0.493
3/3/2017 16:00:00	-0.491
3/10/2017 16:00:00	-0.488
3/17/2017 16:00:00	-0.486
3/24/2017 16:00:00	-0.485
3/31/2017 16:00:00	-0.486
4/7/2017 16:00:00	-0.489
4/14/2017 16:00:00	-0.495
4/21/2017 16:00:00	-0.503
4/28/2017 16:00:00	-0.513
5/5/2017 16:00:00	-0.522
5/12/2017 16:00:00	-0.532
5/19/2017 16:00:00	-0.541
5/26/2017 16:00:00	-0.549
6/2/2017 16:00:00	-0.556
6/9/2017 16:00:00	-0.561
6/16/2017 16:00:00	-0.565
6/23/2017 16:00:00	-0.568
6/30/2017 16:00:00	-0.571
7/7/2017 16:00:00	-0.574
7/14/2017 16:00:00	-0.577
7/21/2017 16:00:00	-0.579
7/28/2017 16:00:00	-0.579
8/4/2017 16:00:00	-0.576
8/11/2017 16:00:00	-0.571
8/18/2017 16:00:00	-0.566
8/25/2017 16:00:00	-0.562
9/1/2017 16:00:00	-0.559
9/8/2017 16:00:00	-0.559
9/15/2017 16:00:00	-0.562
9/22/2017 16:00:00	-0.566
9/29/2017 16:00:00	-0.572
10/6/2017 16:00:00	-0.578
10/13/2017 16:00:00	-0.585
10/20/2017 16:00:00	-0.592
10/27/2017 16:00:00	-0.597
11/3/2017 16:00:00	-0.601
11/10/2017 16:00:00	-0.603
11/17/2017 16:00:00	-0.604
11/24/2017 16:00:00	-0.604
12/1/2017 16:00:00	-0.605
12/8/2017 16:00:00	-0.606
12/15/2017 16:00:00	-0.608
12/22/2017 16:00:00	-0.612
12/29/2017 16:00:00	-0.615
1/5/2018 16:00:00	-0.619
1/12/2018 16:00:00	-0.619
1/19/2018 16:00:00	-0.614
1/26/2018 16:00:00	-0.606
2/2/2018 16:00:00	-0.592
2/9/2018 16:00:00	-0.575
2/16/2018 16:00:00	-0.559
2/23/2018 16:00:00	-0.544
3/2/2018 16:00:00	-0.530
3/9/2018 16:00:00	-0.516
3/16/2018 16:00:00	-0.506
3/23/2018 16:00:00	-0.499
3/30/2018 16:00:00	-0.497
4/6/2018 16:00:00	-0.501
4/13/2018 16:00:00	-0.512
4/20/2018 16:00:00	-0.526
4/27/2018 16:00:00	-0.539
5/4/2018 16:00:00	-0.552
5/11/2018 16:00:00	-0.561
5/18/2018 16:00:00	-0.566
5/25/2018 16:00:00	-0.567
6/1/2018 16:00:00	-0.562
6/8/2018 16:00:00	-0.557
6/15/2018 16:00:00	-0.551
6/22/2018 16:00:00	-0.545
6/29/2018 16:00:00	-0.543
7/6/2018 16:00:00	-0.544
7/13/2018 16:00:00	-0.549
7/20/2018 16:00:00	-0.557
7/27/2018 16:00:00	-0.566
8/3/2018 16:00:00	-0.575
8/10/2018 16:00:00	-0.584
8/17/2018 16:00:00	-0.591
8/24/2018 16:00:00	-0.596
8/31/2018 16:00:00	-0.600
9/7/2018 16:00:00	-0.602
9/14/2018 16:00:00	-0.603
9/21/2018 16:00:00	-0.600
9/28/2018 16:00:00	-0.596
10/5/2018 16:00:00	-0.589
10/12/2018 16:00:00	-0.580
10/19/2018 16:00:00	-0.569
10/26/2018 16:00:00	-0.555
11/2/2018 16:00:00	-0.541
11/9/2018 16:00:00	-0.525
11/16/2018 16:00:00	-0.506
11/23/2018 16:00:00	-0.485
11/30/2018 16:00:00	-0.466
12/7/2018 16:00:00	-0.448
12/14/2018 16:00:00	-0.435
12/21/2018 16:00:00	-0.430
12/28/2018 16:00:00	-0.433
1/4/2019 16:00:00	-0.446
1/11/2019 16:00:00	-0.466
1/18/2019 16:00:00	-0.489
1/25/2019 16:00:00	-0.513
2/1/2019 16:00:00	-0.536
2/8/2019 16:00:00	-0.556
2/15/2019 16:00:00	-0.573
2/22/2019 16:00:00	-0.586
3/1/2019 16:00:00	-0.594
3/8/2019 16:00:00	-0.599
3/15/2019 16:00:00	-0.603
3/22/2019 16:00:00	-0.607
3/29/2019 16:00:00	-0.610
4/5/2019 16:00:00	-0.614
4/12/2019 16:00:00	-0.617
4/19/2019 16:00:00	-0.619
4/26/2019 16:00:00	-0.618
5/3/2019 16:00:00	-0.615
5/10/2019 16:00:00	-0.608
5/17/2019 16:00:00	-0.599
5/24/2019 16:00:00	-0.591
5/31/2019 16:00:00	-0.583
6/7/2019 16:00:00	-0.578
6/14/2019 16:00:00	-0.576
6/21/2019 16:00:00	-0.576
6/28/2019 16:00:00	-0.578
7/5/2019 16:00:00	-0.582
7/12/2019 16:00:00	-0.584
7/19/2019 16:00:00	-0.584
7/26/2019 16:00:00	-0.581
8/2/2019 16:00:00	-0.573
8/9/2019 16:00:00	-0.561
8/16/2019 16:00:00	-0.550
8/23/2019 16:00:00	-0.539
8/30/2019 16:00:00	-0.529
9/6/2019 16:00:00	-0.522
9/13/2019 16:00:00	-0.517
9/20/2019 16:00:00	-0.513
9/27/2019 16:00:00	-0.514
10/4/2019 16:00:00	-0.518
10/11/2019 16:00:00	-0.527
10/18/2019 16:00:00	-0.539
10/25/2019 16:00:00	-0.554
11/1/2019 16:00:00	-0.566
11/8/2019 16:00:00	-0.575
11/15/2019 16:00:00	-0.580
11/22/2019 16:00:00	-0.579
11/29/2019 16:00:00	-0.574
12/6/2019 16:00:00	-0.565
12/13/2019 16:00:00	-0.557
12/20/2019 16:00:00	-0.554
12/27/2019 16:00:00	-0.559
1/3/2020 16:00:00	-0.573
1/10/2020 16:00:00	-0.593
1/17/2020 16:00:00	-0.615
1/24/2020 16:00:00	-0.629
1/31/2020 16:00:00	-0.626
2/7/2020 16:00:00	-0.598
2/14/2020 16:00:00	-0.537
2/21/2020 16:00:00	-0.434
2/28/2020 16:00:00	-0.293
3/6/2020 16:00:00	-0.130
3/13/2020 16:00:00	0.037
3/20/2020 16:00:00	0.183
3/27/2020 16:00:00	0.275
4/3/2020 16:00:00	0.313
4/10/2020 16:00:00	0.298
4/17/2020 16:00:00	0.242
4/24/2020 16:00:00	0.162
5/1/2020 16:00:00	0.063
5/8/2020 16:00:00	-0.037
5/15/2020 16:00:00	-0.127
5/22/2020 16:00:00	-0.207
5/29/2020 16:00:00	-0.270
6/5/2020 16:00:00	-0.317
6/12/2020 16:00:00	-0.346
6/19/2020 16:00:00	-0.369
6/26/2020 16:00:00	-0.386
7/3/2020 16:00:00	-0.403
7/10/2020 16:00:00	-0.422
7/17/2020 16:00:00	-0.440
7/24/2020 16:00:00	-0.460
7/31/2020 16:00:00	-0.478
8/7/2020 16:00:00	-0.492
8/14/2020 16:00:00	-0.502
8/21/2020 16:00:00	-0.509
8/28/2020 16:00:00	-0.511
9/4/2020 16:00:00	-0.509
9/11/2020 16:00:00	-0.505
9/18/2020 16:00:00	-0.501
9/25/2020 16:00:00	-0.495
10/2/2020 16:00:00	-0.492
10/9/2020 16:00:00	-0.492
10/16/2020 16:00:00	-0.495
10/23/2020 16:00:00	-0.501
10/30/2020 16:00:00	-0.510
11/6/2020 16:00:00	-0.524
11/13/2020 16:00:00	-0.541
11/20/2020 16:00:00	-0.557
11/27/2020 16:00:00	-0.572
12/4/2020 16:00:00	-0.585
12/11/2020 16:00:00	-0.595
12/18/2020 16:00:00	-0.602
12/25/2020 16:00:00	-0.608
1/1/2021 16:00:00	-0.614
1/8/2021 16:00:00	-0.618
1/15/2021 16:00:00	-0.621
1/22/2021 16:00:00	-0.623
1/29/2021 16:00:00	-0.623
2/5/2021 16:00:00	-0.625
2/12/2021 16:00:00	-0.627
2/19/2021 16:00:00	-0.629
2/26/2021 16:00:00	-0.631
3/5/2021 16:00:00	-0.635
3/12/2021 16:00:00	-0.640
3/19/2021 16:00:00	-0.645
3/26/2021 16:00:00	-0.652
4/2/2021 16:00:00	-0.659
4/9/2021 16:00:00	-0.668
4/16/2021 16:00:00	-0.675
4/23/2021 16:00:00	-0.681
4/30/2021 16:00:00	-0.686
5/7/2021 16:00:00	-0.691
5/14/2021 16:00:00	-0.694
5/21/2021 16:00:00	-0.696
5/28/2021 16:00:00	-0.698
6/4/2021 16:00:00	-0.699
6/11/2021 16:00:00	-0.698
6/18/2021 16:00:00	-0.695
6/25/2021 16:00:00	-0.691
7/2/2021 16:00:00	-0.686
7/9/2021 16:00:00	-0.679
7/16/2021 16:00:00	-0.672
7/23/2021 16:00:00	-0.665
7/30/2021 16:00:00	-0.660
8/6/2021 16:00:00	-0.655
8/13/2021 16:00:00	-0.652
8/20/2021 16:00:00	-0.651
8/27/2021 16:00:00	-0.652
9/3/2021 16:00:00	-0.653
9/10/2021 16:00:00	-0.655
9/17/2021 16:00:00	-0.657
9/24/2021 16:00:00	-0.658
10/1/2021 16:00:00	-0.658
10/8/2021 16:00:00	-0.656
10/15/2021 16:00:00	-0.650
10/22/2021 16:00:00	-0.640
10/29/2021 16:00:00	-0.626
11/5/2021 16:00:00	-0.608
11/12/2021 16:00:00	-0.588
11/19/2021 16:00:00	-0.570
11/26/2021 16:00:00	-0.554
12/3/2021 16:00:00	-0.543
12/10/2021 16:00:00	-0.541
12/17/2021 16:00:00	-0.544
12/24/2021 16:00:00	-0.551
12/31/2021 16:00:00	-0.559
1/7/2022 16:00:00	-0.565
1/14/2022 16:00:00	-0.564
1/21/2022 16:00:00	-0.557
1/28/2022 16:00:00	-0.543
2/4/2022 16:00:00	-0.523
2/11/2022 16:00:00	-0.497
2/18/2022 16:00:00	-0.467
2/25/2022 16:00:00	-0.437
3/4/2022 16:00:00	-0.410
3/11/2022 16:00:00	-0.389
3/18/2022 16:00:00	-0.377
3/25/2022 16:00:00	-0.370
4/1/2022 16:00:00	-0.368
4/8/2022 16:00:00	-0.365
4/15/2022 16:00:00	-0.358
4/22/2022 16:00:00	-0.347
4/29/2022 16:00:00	-0.332
5/6/2022 16:00:00	-0.314
5/13/2022 16:00:00	-0.295
5/20/2022 16:00:00	-0.275
5/27/2022 16:00:00	-0.253
6/3/2022 16:00:00	-0.229
6/10/2022 16:00:00	-0.204
6/17/2022 16:00:00	-0.179
6/24/2022 16:00:00	-0.163
7/1/2022 16:00:00	-0.157
7/8/2022 16:00:00	-0.161
7/15/2022 16:00:00	-0.175
7/22/2022 16:00:00	-0.194
7/29/2022 16:00:00	-0.213
8/5/2022 16:00:00	-0.227
8/12/2022 16:00:00	-0.234
8/19/2022 16:00:00	-0.232
8/26/2022 16:00:00	-0.219
9/2/2022 16:00:00	-0.198
9/9/2022 16:00:00	-0.171
9/16/2022 16:00:00	-0.143
9/23/2022 16:00:00	-0.116
9/30/2022 16:00:00	-0.097
10/7/2022 16:00:00	-0.089
10/14/2022 16:00:00	-0.091
10/21/2022 16:00:00	-0.101
10/28/2022 16:00:00	-0.117
11/4/2022 16:00:00	-0.136
11/11/2022 16:00:00	-0.154
11/18/2022 16:00:00	-0.167
11/25/2022 16:00:00	-0.176
12/2/2022 16:00:00	-0.181
12/9/2022 16:00:00	-0.184
12/16/2022 16:00:00	-0.191
12/23/2022 16:00:00	-0.201
12/30/2022 16:00:00	-0.218
1/6/2023 16:00:00	-0.241
1/13/2023 16:00:00	-0.266
1/20/2023 16:00:00	-0.287
1/27/2023 16:00:00	-0.304
2/3/2023 16:00:00	-0.312
2/10/2023 16:00:00	-0.308
2/17/2023 16:00:00	-0.293
2/24/2023 16:00:00	-0.267
3/3/2023 16:00:00	-0.236
3/10/2023 16:00:00	-0.202
3/17/2023 16:00:00	-0.170
3/24/2023 16:00:00	-0.151
3/31/2023 16:00:00	-0.147
4/7/2023 16:00:00	-0.150
4/14/2023 16:00:00	-0.161
4/21/2023 16:00:00	-0.175
4/28/2023 16:00:00	-0.187
5/5/2023 16:00:00	-0.196
5/12/2023 16:00:00	-0.204
